t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-08T17:09:48.272,1,,PRECHECK,PRECHECK,1,,1788854987450.412,,timestamp_domain.system_time,100781250.000,,1,100781250.000,100781984.000,734.000,734.000,100781984.000,734.000,0,0,,,,,,,
2026-09-08T17:09:48.424,2,,SEARCH_SWEEP,SEARCH_SWEEP,29,28,1788854988384.588,934.177,timestamp_domain.system_time,100782093.000,843.000,1,100782109.000,100782125.000,16.000,32.000,100782125.000,32.000,0,0,,,,,,,
2026-09-08T17:09:48.522,3,,SEARCH_SWEEP,SEARCH_SWEEP,31,2,1788854988451.188,66.599,timestamp_domain.system_time,100782203.000,110.000,1,100782203.000,100782234.000,31.000,31.000,100782234.000,31.000,0,0,,,,,,,
2026-09-08T17:09:48.607,4,,SEARCH_SWEEP,SEARCH_SWEEP,34,3,1788854988551.139,99.952,timestamp_domain.system_time,100782281.000,78.000,1,100782281.000,100782312.000,31.000,31.000,100782312.000,31.000,0,0,,,,,,,
2026-09-08T17:09:48.683,5,,SEARCH_SWEEP,SEARCH_SWEEP,36,2,1788854988618.066,66.927,timestamp_domain.system_time,100782359.000,78.000,1,100782359.000,100782390.000,31.000,31.000,100782390.000,31.000,0,0,,,,,,,
2026-09-08T17:09:48.818,6,,SEARCH_SWEEP,SEARCH_SWEEP,37,1,1788854988651.165,33.099,timestamp_domain.system_time,100782484.000,125.000,1,100782484.000,100782531.000,47.000,47.000,100782531.000,47.000,0,0,,,,,,,
2026-09-08T17:09:48.902,7,,SEARCH_SWEEP,SEARCH_SWEEP,43,6,1788854988851.572,200.407,timestamp_domain.system_time,100782578.000,94.000,1,100782578.000,100782609.000,31.000,31.000,100782609.000,31.000,0,0,,,,,,,
2026-09-08T17:09:48.982,8,,SEARCH_SWEEP,SEARCH_SWEEP,45,2,1788854988918.194,66.623,timestamp_domain.system_time,100782656.000,78.000,1,100782656.000,100782687.000,31.000,31.000,100782687.000,31.000,0,0,,,,,,,
2026-09-08T17:09:49.061,9,,SEARCH_SWEEP,SEARCH_SWEEP,48,3,1788854989018.079,99.885,timestamp_domain.system_time,100782734.000,78.000,1,100782734.000,100782765.000,31.000,31.000,100782765.000,31.000,0,0,,,,,,,
2026-09-08T17:09:49.135,10,,SEARCH_SWEEP,SEARCH_SWEEP,50,2,1788854989084.627,66.548,timestamp_domain.system_time,100782812.000,78.000,1,100782812.000,100782843.000,31.000,31.000,100782843.000,31.000,0,0,,,,,,,
2026-09-08T17:09:49.218,11,,SEARCH_SWEEP,SEARCH_SWEEP,53,3,1788854989184.972,100.344,timestamp_domain.system_time,100782890.000,78.000,1,100782890.000,100782921.000,31.000,31.000,100782921.000,31.000,0,0,,,,,,,
2026-09-08T17:09:49.303,12,,SEARCH_SWEEP,SEARCH_SWEEP,55,2,1788854989251.948,66.976,timestamp_domain.system_time,100782984.000,94.000,1,100782984.000,100783015.000,31.000,31.000,100783015.000,31.000,0,0,,,,,,,
2026-09-08T17:09:49.381,13,,SEARCH_SWEEP,SEARCH_SWEEP,58,3,1788854989351.754,99.806,timestamp_domain.system_time,100783062.000,78.000,1,100783062.000,100783093.000,31.000,31.000,100783093.000,31.000,0,0,,,,,,,
