t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T16:44:55.722,1,,PRECHECK,PRECHECK,1,,1788680694774.805,,timestamp_domain.system_time,182919125.000,,1,182919140.000,182920031.000,891.000,906.000,182920031.000,906.000,0,0,,,,,,,
2026-09-06T16:44:55.874,2,,SEARCH_SWEEP,SEARCH_SWEEP,32,31,1788680695807.856,1033.051,timestamp_domain.system_time,182920140.000,1015.000,1,182920140.000,182920187.000,47.000,47.000,182920187.000,47.000,1,1,pnp_visible_ransac,9,2.597,-35.3738,-1.586841,4.049051,-21.4004
2026-09-06T16:44:55.946,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,35,3,1788680695907.863,100.008,timestamp_domain.system_time,182920218.000,78.000,1,182920218.000,182920250.000,32.000,32.000,182920250.000,32.000,1,1,pnp_visible_ransac,9,2.730,-36.1460,-1.544876,3.935309,-21.4334
2026-09-06T16:44:56.021,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,37,2,1788680695974.605,66.742,timestamp_domain.system_time,182920296.000,78.000,1,182920296.000,182920328.000,32.000,32.000,182920328.000,32.000,1,1,pnp_visible_ransac,9,2.342,-36.3628,-1.550245,3.952070,-21.4182
2026-09-06T16:44:56.096,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,39,2,1788680696041.533,66.928,timestamp_domain.system_time,182920359.000,63.000,1,182920359.000,182920390.000,31.000,31.000,182920406.000,47.000,1,1,pnp_visible_ransac,9,2.248,-36.3803,-1.559361,3.989923,-21.3468
2026-09-06T16:44:56.166,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,41,2,1788680696108.192,66.659,timestamp_domain.system_time,182920437.000,78.000,1,182920437.000,182920468.000,31.000,31.000,182920468.000,31.000,1,1,pnp_visible_ransac,9,2.103,-36.5737,-1.549795,3.964392,-21.3520
2026-09-06T16:44:56.233,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,43,2,1788680696175.004,66.812,timestamp_domain.system_time,182920515.000,78.000,1,182920515.000,182920546.000,31.000,31.000,182920546.000,31.000,1,1,pnp_visible_ransac,9,1.983,-35.3881,-1.557303,3.977424,-21.3821
2026-09-06T16:44:56.308,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,45,2,1788680696241.576,66.572,timestamp_domain.system_time,182920578.000,63.000,1,182920578.000,182920625.000,47.000,47.000,182920625.000,47.000,1,1,pnp_visible_ransac,9,2.084,-36.2054,-1.543133,3.945318,-21.3620
2026-09-06T16:44:56.377,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,47,2,1788680696308.081,66.505,timestamp_domain.system_time,182920656.000,78.000,1,182920656.000,182920687.000,31.000,31.000,182920687.000,31.000,1,1,pnp_visible_ransac,9,2.137,-36.7345,-1.541990,3.941217,-21.3678
2026-09-06T16:44:56.444,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,50,3,1788680696408.229,100.148,timestamp_domain.system_time,182920718.000,62.000,1,182920718.000,182920750.000,32.000,32.000,182920750.000,32.000,1,1,pnp_visible_ransac,9,2.189,-35.7107,-1.551750,3.966503,-21.3661
2026-09-06T16:44:56.521,11,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,52,2,1788680696475.119,66.890,timestamp_domain.system_time,182920781.000,63.000,1,182920781.000,182920828.000,47.000,47.000,182920828.000,47.000,1,1,pnp_visible_ransac,9,2.141,-35.6913,-1.551521,3.966055,-21.3654
2026-09-06T16:44:56.589,12,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,54,2,1788680696541.823,66.703,timestamp_domain.system_time,182920859.000,78.000,1,182920859.000,182920906.000,47.000,47.000,182920906.000,47.000,1,1,pnp_visible_ransac,9,2.263,-35.5737,-1.550042,3.960039,-21.3764
2026-09-06T16:44:56.634,13,,FAILED,FAILED,56,2,1788680696608.393,66.571,timestamp_domain.system_time,182920937.000,78.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.672,14,,FAILED,FAILED,57,1,1788680696641.929,33.535,timestamp_domain.system_time,182920984.000,47.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.816,15,,FAILED,FAILED,61,4,1788680696775.432,133.503,timestamp_domain.system_time,182921125.000,141.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.854,16,,FAILED,FAILED,63,2,1788680696842.227,66.795,timestamp_domain.system_time,182921171.000,46.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.885,17,,FAILED,FAILED,64,1,1788680696875.392,33.165,timestamp_domain.system_time,182921187.000,16.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.923,18,,FAILED,FAILED,65,1,1788680696908.789,33.397,timestamp_domain.system_time,182921234.000,47.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.961,19,,FAILED,FAILED,66,1,1788680696942.247,33.458,timestamp_domain.system_time,182921265.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:56.998,20,,FAILED,FAILED,67,1,1788680696975.564,33.317,timestamp_domain.system_time,182921312.000,47.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.033,21,,FAILED,FAILED,68,1,1788680697008.945,33.381,timestamp_domain.system_time,182921343.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.067,22,,FAILED,FAILED,69,1,1788680697042.243,33.298,timestamp_domain.system_time,182921375.000,32.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.105,23,,FAILED,FAILED,70,1,1788680697075.646,33.402,timestamp_domain.system_time,182921421.000,46.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.135,24,,FAILED,FAILED,71,1,1788680697108.958,33.312,timestamp_domain.system_time,182921453.000,32.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.178,25,,FAILED,FAILED,72,1,1788680697142.354,33.397,timestamp_domain.system_time,182921484.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.212,26,,FAILED,FAILED,74,2,1788680697209.089,66.735,timestamp_domain.system_time,182921515.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.250,27,,FAILED,FAILED,75,1,1788680697242.058,32.969,timestamp_domain.system_time,182921562.000,47.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.280,28,,FAILED,FAILED,76,1,1788680697275.748,33.689,timestamp_domain.system_time,182921593.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.318,29,,FAILED,FAILED,77,1,1788680697309.206,33.459,timestamp_domain.system_time,182921625.000,32.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.357,30,,FAILED,FAILED,78,1,1788680697342.429,33.223,timestamp_domain.system_time,182921671.000,46.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.386,31,,FAILED,FAILED,79,1,1788680697375.730,33.301,timestamp_domain.system_time,182921703.000,32.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.419,32,,FAILED,FAILED,80,1,1788680697408.985,33.254,timestamp_domain.system_time,182921734.000,31.000,0,,,,,,,0,0,,,,,,,
2026-09-06T16:44:57.467,33,,FAILED,FAILED,81,1,1788680697442.460,33.475,timestamp_domain.system_time,182921781.000,47.000,0,,,,,,,0,0,,,,,,,
