t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T16:07:10.439,1,,PRECHECK,PRECHECK,2,,1788678429636.760,,timestamp_domain.system_time,180654062.000,,1,180654078.000,180654750.000,672.000,688.000,180654765.000,703.000,1,1,pnp_visible_ransac,9,0.615,-6.6347,0.256149,3.453533,4.2419
2026-09-06T16:07:10.506,2,,SEARCH_SWEEP,SEARCH_SWEEP,27,25,1788678430468.391,831.631,timestamp_domain.system_time,180654828.000,766.000,1,180654828.000,180654843.000,15.000,15.000,180654843.000,15.000,1,1,pnp_visible_ransac,9,0.566,-6.5620,0.259889,3.484890,4.2650
2026-09-06T16:07:10.569,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,29,2,1788678430535.382,66.990,timestamp_domain.system_time,180654890.000,62.000,1,180654890.000,180654906.000,16.000,16.000,180654906.000,16.000,1,1,pnp_visible_ransac,9,0.614,-6.7116,0.259879,3.489535,4.2592
2026-09-06T16:07:10.625,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,30,1,1788678430568.681,33.300,timestamp_domain.system_time,180654937.000,47.000,1,180654937.000,180654953.000,16.000,16.000,180654953.000,16.000,1,1,pnp_visible_ransac,9,0.604,-6.5963,0.260025,3.485839,4.2661
2026-09-06T16:07:10.676,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,32,2,1788678430635.260,66.579,timestamp_domain.system_time,180655000.000,63.000,1,180655000.000,180655015.000,15.000,15.000,180655015.000,15.000,1,1,pnp_visible_ransac,9,0.620,-6.5177,0.259802,3.491514,4.2555
2026-09-06T16:07:10.743,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,34,2,1788678430702.023,66.762,timestamp_domain.system_time,180655046.000,46.000,1,180655046.000,180655078.000,32.000,32.000,180655078.000,32.000,1,1,pnp_visible_ransac,9,0.609,-6.6112,0.259851,3.489084,4.2593
2026-09-06T16:07:10.801,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,2,1788678430768.875,66.852,timestamp_domain.system_time,180655109.000,63.000,1,180655109.000,180655140.000,31.000,31.000,180655140.000,31.000,1,1,pnp_visible_ransac,9,0.603,-5.9850,0.254721,3.486879,4.1781
2026-09-06T16:07:10.851,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,37,1,1788678430802.394,33.520,timestamp_domain.system_time,180655171.000,62.000,1,180655171.000,180655187.000,16.000,16.000,180655187.000,16.000,1,1,pnp_visible_ransac,9,0.645,-6.0669,0.255782,3.487593,4.1946
2026-09-06T16:07:10.901,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,39,2,1788678430868.902,66.507,timestamp_domain.system_time,180655218.000,47.000,1,180655218.000,180655234.000,16.000,16.000,180655234.000,16.000,1,1,pnp_visible_ransac,9,0.627,-5.9687,0.255545,3.487244,4.1911
2026-09-06T16:07:10.958,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,41,2,1788678430935.646,66.744,timestamp_domain.system_time,180655281.000,63.000,1,180655281.000,180655296.000,15.000,15.000,180655296.000,15.000,1,1,pnp_visible_ransac,9,0.605,-5.8747,0.254823,3.485965,4.1809
2026-09-06T16:07:11.011,11,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,1,1788678430969.095,33.449,timestamp_domain.system_time,180655328.000,47.000,1,180655328.000,180655343.000,15.000,15.000,180655343.000,15.000,1,1,pnp_visible_ransac,9,0.581,-5.9072,0.255438,3.487341,4.1893
2026-09-06T16:07:11.062,12,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,44,2,1788678431035.702,66.607,timestamp_domain.system_time,180655390.000,62.000,1,180655390.000,180655390.000,0.000,0.000,180655390.000,0.000,1,1,pnp_visible_ransac,9,0.587,-5.9214,0.255277,3.490951,4.1823
2026-09-06T16:07:11.135,13,,FACE_ROTATE,FACE_ROTATE,46,2,1788678431102.390,66.688,timestamp_domain.system_time,180655453.000,63.000,1,180655453.000,180655468.000,15.000,15.000,180655468.000,15.000,1,1,pnp_visible_ransac,9,0.606,-5.9095,0.254946,3.486599,4.1821
2026-09-06T16:07:11.194,14,,FACE_ROTATE,FACE_ROTATE,48,2,1788678431169.210,66.821,timestamp_domain.system_time,180655515.000,62.000,1,180655515.000,180655531.000,16.000,16.000,180655531.000,16.000,1,1,pnp_visible_ransac,9,0.553,-5.8087,0.254543,3.483519,4.1792
2026-09-06T16:07:11.251,15,,FACE_ROTATE,FACE_ROTATE,49,1,1788678431202.458,33.248,timestamp_domain.system_time,180655562.000,47.000,1,180655562.000,180655578.000,16.000,16.000,180655578.000,16.000,1,1,pnp_visible_ransac,9,0.575,-6.0295,0.256121,3.487224,4.2006
2026-09-06T16:07:11.304,16,,FACE_ROTATE,FACE_ROTATE,51,2,1788678431269.140,66.681,timestamp_domain.system_time,180655609.000,47.000,1,180655609.000,180655640.000,31.000,31.000,180655640.000,31.000,1,1,pnp_visible_ransac,9,0.586,-5.9061,0.255430,3.487343,4.1891
2026-09-06T16:07:11.358,17,,FACE_ROTATE,FACE_ROTATE,53,2,1788678431336.729,67.589,timestamp_domain.system_time,180655671.000,62.000,1,180655671.000,180655687.000,16.000,16.000,180655687.000,16.000,1,1,pnp_visible_ransac,9,0.633,-5.8681,0.255507,3.486701,4.1912
2026-09-06T16:07:11.559,18,,FACE_ROTATE,FACE_ROTATE,57,4,1788678431470.347,133.618,timestamp_domain.system_time,180655843.000,172.000,1,180655843.000,180655890.000,47.000,47.000,180655890.000,47.000,1,1,pnp_visible_ransac,9,0.523,-5.6790,0.253021,3.477835,4.1611
2026-09-06T16:07:11.616,19,,FACE_ROTATE,FACE_ROTATE,61,4,1788678431602.872,132.525,timestamp_domain.system_time,180655937.000,94.000,1,180655937.000,180655953.000,16.000,16.000,180655953.000,16.000,1,1,pnp_visible_ransac,9,0.537,-5.8671,0.248690,3.469689,4.0997
2026-09-06T16:07:11.676,20,,FACE_ROTATE,FACE_ROTATE,62,1,1788678431636.240,33.369,timestamp_domain.system_time,180655984.000,47.000,1,180655984.000,180656015.000,31.000,31.000,180656015.000,31.000,1,1,pnp_visible_ransac,9,0.509,-5.8702,0.250820,3.483145,4.1187
2026-09-06T16:07:11.726,21,,FACE_ROTATE,FACE_ROTATE,64,2,1788678431702.985,66.745,timestamp_domain.system_time,180656046.000,62.000,1,180656046.000,180656062.000,16.000,16.000,180656062.000,16.000,1,1,pnp_visible_ransac,9,0.540,-5.8489,0.252657,3.476334,4.1569
2026-09-06T16:07:11.782,22,,FACE_ROTATE,FACE_ROTATE,65,1,1788678431736.267,33.282,timestamp_domain.system_time,180656093.000,47.000,1,180656109.000,180656109.000,0.000,16.000,180656109.000,16.000,1,1,pnp_visible_ransac,9,0.563,-5.7874,0.253893,3.474723,4.1791
2026-09-06T16:07:11.840,23,,FACE_ROTATE,FACE_ROTATE,67,2,1788678431803.024,66.757,timestamp_domain.system_time,180656156.000,63.000,1,180656156.000,180656171.000,15.000,15.000,180656171.000,15.000,1,1,pnp_visible_ransac,9,0.483,-5.7212,0.251131,3.470193,4.1392
2026-09-06T16:07:11.892,24,,FACE_ROTATE,FACE_ROTATE,69,2,1788678431869.745,66.721,timestamp_domain.system_time,180656203.000,47.000,1,180656203.000,180656218.000,15.000,15.000,180656218.000,15.000,1,1,pnp_visible_ransac,9,0.534,-5.9412,0.248287,3.471149,4.0913
2026-09-06T16:07:11.949,25,,FACE_ROTATE,FACE_ROTATE,70,1,1788678431903.132,33.387,timestamp_domain.system_time,180656265.000,62.000,1,180656265.000,180656281.000,16.000,16.000,180656281.000,16.000,1,1,pnp_visible_ransac,9,0.552,-5.8806,0.248354,3.474566,4.0884
2026-09-06T16:07:12.002,26,,FACE_ROTATE,FACE_ROTATE,72,2,1788678431969.568,66.436,timestamp_domain.system_time,180656312.000,47.000,1,180656312.000,180656328.000,16.000,16.000,180656328.000,16.000,1,1,pnp_visible_ransac,9,0.543,-5.7543,0.250636,3.468192,4.1334
2026-09-06T16:07:12.060,27,,FACE_ROTATE,FACE_ROTATE,74,2,1788678432036.573,67.004,timestamp_domain.system_time,180656375.000,63.000,1,180656375.000,180656375.000,0.000,0.000,180656390.000,15.000,1,1,pnp_visible_ransac,9,0.582,-5.7528,0.250321,3.476514,4.1184
2026-09-06T16:07:12.113,28,,FACE_ROTATE,FACE_ROTATE,75,1,1788678432069.724,33.151,timestamp_domain.system_time,180656421.000,46.000,1,180656421.000,180656437.000,16.000,16.000,180656453.000,32.000,1,1,pnp_visible_ransac,9,0.533,-5.7561,0.250117,3.476486,4.1151
2026-09-06T16:07:12.160,29,,FACE_ROTATE,FACE_ROTATE,77,2,1788678432136.741,67.018,timestamp_domain.system_time,180656484.000,63.000,1,180656484.000,180656500.000,16.000,16.000,180656500.000,16.000,1,1,pnp_visible_ransac,9,0.490,-5.9334,0.247113,3.482814,4.0585
2026-09-06T16:07:12.221,30,,FACE_ROTATE,FACE_ROTATE,78,1,1788678432169.845,33.104,timestamp_domain.system_time,180656531.000,47.000,1,180656531.000,180656546.000,15.000,15.000,180656546.000,15.000,1,1,pnp_visible_ransac,9,0.460,-6.1004,0.242294,3.478271,3.9847
2026-09-06T16:07:12.270,31,,FACE_ROTATE,FACE_ROTATE,80,2,1788678432236.690,66.845,timestamp_domain.system_time,180656593.000,62.000,1,180656593.000,180656609.000,16.000,16.000,180656609.000,16.000,1,1,pnp_visible_ransac,9,0.508,-5.9672,0.233431,3.473596,3.8446
2026-09-06T16:07:12.328,32,,FACE_ROTATE,FACE_ROTATE,82,2,1788678432303.503,66.812,timestamp_domain.system_time,180656640.000,47.000,1,180656640.000,180656656.000,16.000,16.000,180656656.000,16.000,1,1,pnp_visible_ransac,9,0.565,-6.0372,0.231465,3.462620,3.8243
