t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T17:04:13.997,1,,PRECHECK,PRECHECK,3,,1788681852691.667,,timestamp_domain.system_time,184077031.000,,1,184077062.000,184078296.000,1234.000,1265.000,184078296.000,1265.000,0,0,,,,,,,
2026-09-06T17:04:14.267,2,,SEARCH_SWEEP,SEARCH_SWEEP,48,45,1788681854193.505,1501.838,timestamp_domain.system_time,184078531.000,1500.000,1,184078531.000,184078546.000,15.000,15.000,184078562.000,31.000,1,1,pnp_visible_ransac,9,0.646,-0.3114,0.124596,5.637937,1.2660
2026-09-06T17:04:14.358,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,51,3,1788681854292.976,99.471,timestamp_domain.system_time,184078625.000,94.000,1,184078625.000,184078656.000,31.000,31.000,184078656.000,31.000,1,1,pnp_visible_ransac,9,0.640,-0.2198,0.124813,5.655743,1.2642
2026-09-06T17:04:14.476,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,54,3,1788681854392.952,99.975,timestamp_domain.system_time,184078718.000,93.000,1,184078718.000,184078781.000,63.000,63.000,184078781.000,63.000,1,1,pnp_visible_ransac,9,0.621,-0.1409,0.123524,5.666328,1.2488
2026-09-06T17:04:14.585,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,58,4,1788681854526.638,133.687,timestamp_domain.system_time,184078859.000,141.000,1,184078859.000,184078890.000,31.000,31.000,184078890.000,31.000,1,1,pnp_visible_ransac,9,0.615,-0.3298,0.124261,5.668107,1.2559
2026-09-06T17:04:14.679,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,61,3,1788681854626.311,99.673,timestamp_domain.system_time,184078937.000,78.000,1,184078937.000,184078968.000,31.000,31.000,184078984.000,47.000,1,1,pnp_visible_ransac,9,0.621,-0.1409,0.123524,5.666328,1.2488
2026-09-06T17:04:14.767,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,64,3,1788681854726.103,99.792,timestamp_domain.system_time,184079031.000,94.000,1,184079031.000,184079062.000,31.000,31.000,184079062.000,31.000,1,1,pnp_visible_ransac,9,0.621,-0.1409,0.123524,5.666328,1.2488
2026-09-06T17:04:14.858,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,66,2,1788681854793.019,66.917,timestamp_domain.system_time,184079125.000,94.000,1,184079125.000,184079156.000,31.000,31.000,184079156.000,31.000,1,1,pnp_visible_ransac,9,0.642,-0.0997,0.122654,5.661226,1.2412
2026-09-06T17:04:14.949,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,69,3,1788681854893.174,100.154,timestamp_domain.system_time,184079218.000,93.000,1,184079218.000,184079250.000,32.000,32.000,184079250.000,32.000,1,1,pnp_visible_ransac,9,0.633,-0.0080,0.122874,5.679163,1.2395
2026-09-06T17:04:15.040,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,72,3,1788681854993.049,99.875,timestamp_domain.system_time,184079312.000,94.000,1,184079312.000,184079328.000,16.000,16.000,184079343.000,31.000,1,1,pnp_visible_ransac,9,0.640,-0.3821,0.123535,5.662241,1.2498
