t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T16:53:08.359,1,,PRECHECK,PRECHECK,2,,1788681187414.752,,timestamp_domain.system_time,183411718.000,,1,183411750.000,183412671.000,921.000,953.000,183412671.000,953.000,0,0,,,,,,,
2026-09-06T16:53:08.505,2,,SEARCH_SWEEP,SEARCH_SWEEP,33,31,1788681188448.220,1033.468,timestamp_domain.system_time,183412765.000,1047.000,1,183412765.000,183412812.000,47.000,47.000,183412812.000,47.000,1,1,pnp_visible_ransac,9,1.713,-36.3825,-1.796585,4.126157,-23.5290
2026-09-06T16:53:08.568,3,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,35,2,1788681188514.644,66.424,timestamp_domain.system_time,183412843.000,78.000,1,183412843.000,183412875.000,32.000,32.000,183412875.000,32.000,1,1,pnp_visible_ransac,9,1.531,-36.6999,-1.802796,4.154078,-23.4600
2026-09-06T16:53:08.653,4,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,37,2,1788681188581.539,66.895,timestamp_domain.system_time,183412921.000,78.000,1,183412921.000,183412953.000,32.000,32.000,183412953.000,32.000,1,1,pnp_visible_ransac,9,1.400,-36.5984,-1.802683,4.150205,-23.4782
2026-09-06T16:53:08.719,5,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,40,3,1788681188681.817,100.278,timestamp_domain.system_time,183413000.000,79.000,1,183413000.000,183413031.000,31.000,31.000,183413031.000,31.000,1,1,pnp_visible_ransac,9,1.317,-36.7586,-1.799253,4.141683,-23.4814
2026-09-06T16:53:08.786,6,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,42,2,1788681188748.512,66.695,timestamp_domain.system_time,183413062.000,62.000,1,183413062.000,183413093.000,31.000,31.000,183413093.000,31.000,1,1,pnp_visible_ransac,9,1.262,-36.6429,-1.792283,4.124699,-23.4861
2026-09-06T16:53:08.864,7,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,44,2,1788681188815.097,66.585,timestamp_domain.system_time,183413140.000,78.000,1,183413140.000,183413171.000,31.000,31.000,183413171.000,31.000,1,1,pnp_visible_ransac,9,1.225,-36.3978,-1.798195,4.143023,-23.4623
2026-09-06T16:53:08.931,8,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,45,1,1788681188848.749,33.651,timestamp_domain.system_time,183413203.000,63.000,1,183413203.000,183413234.000,31.000,31.000,183413234.000,31.000,1,1,pnp_visible_ransac,9,1.520,-37.0500,-1.785078,4.116362,-23.4442
2026-09-06T16:53:09.018,9,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,46,1,1788681188882.012,33.263,timestamp_domain.system_time,183413296.000,93.000,1,183413296.000,183413312.000,16.000,16.000,183413328.000,32.000,1,1,pnp_visible_ransac,9,1.615,-37.2093,-1.769003,4.072884,-23.4771
2026-09-06T16:53:09.082,10,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,51,5,1788681189048.689,166.678,timestamp_domain.system_time,183413359.000,63.000,1,183413359.000,183413390.000,31.000,31.000,183413390.000,31.000,1,1,pnp_visible_ransac,9,1.680,-36.6744,-1.772637,4.088556,-23.4397
2026-09-06T16:53:09.161,11,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,53,2,1788681189115.291,66.602,timestamp_domain.system_time,183413421.000,62.000,1,183413421.000,183413453.000,32.000,32.000,183413468.000,47.000,1,1,pnp_visible_ransac,9,1.604,-36.3240,-1.782106,4.109071,-23.4464
2026-09-06T16:53:09.231,12,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,55,2,1788681189182.033,66.742,timestamp_domain.system_time,183413484.000,63.000,1,183413500.000,183413531.000,31.000,47.000,183413531.000,47.000,1,1,pnp_visible_ransac,9,1.505,-36.3606,-1.790853,4.134211,-23.4212
2026-09-06T16:53:09.297,13,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,57,2,1788681189248.730,66.697,timestamp_domain.system_time,183413578.000,94.000,1,183413578.000,183413609.000,31.000,31.000,183413609.000,31.000,1,1,pnp_visible_ransac,9,1.520,-36.6628,-1.779898,4.106543,-23.4333
2026-09-06T16:53:09.368,14,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,59,2,1788681189315.503,66.773,timestamp_domain.system_time,183413640.000,62.000,1,183413640.000,183413671.000,31.000,31.000,183413671.000,31.000,1,1,pnp_visible_ransac,9,1.483,-37.1816,-1.782300,4.119436,-23.3960
2026-09-06T16:53:09.431,15,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,61,2,1788681189381.981,66.478,timestamp_domain.system_time,183413718.000,78.000,1,183413718.000,183413734.000,16.000,16.000,183413734.000,16.000,1,1,pnp_visible_ransac,9,1.350,-36.9660,-1.796397,4.147058,-23.4210
2026-09-06T16:53:10.023,16,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,69,8,1788681189654.157,272.176,timestamp_domain.system_time,183414015.000,297.000,1,183414015.000,183414312.000,297.000,297.000,183414328.000,313.000,1,1,pnp_visible_ransac,9,1.668,-37.4591,-1.742607,3.955549,-23.7758
2026-09-06T16:53:10.750,17,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,91,22,1788681190390.186,736.029,timestamp_domain.system_time,183414765.000,750.000,1,183414781.000,183415031.000,250.000,266.000,183415062.000,297.000,1,1,pnp_visible_ransac,9,3.452,-29.3186,-3.071070,5.903777,-27.4829
2026-09-06T16:53:11.455,18,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,113,22,1788681191119.381,729.195,timestamp_domain.system_time,183415515.000,750.000,1,183415515.000,183415765.000,250.000,250.000,183415765.000,250.000,0,0,,,,,,,
2026-09-06T16:53:12.037,19,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,133,20,1788681191786.661,667.280,timestamp_domain.system_time,183416171.000,656.000,1,183416171.000,183416343.000,172.000,172.000,183416343.000,172.000,0,0,,,,,,,
2026-09-06T16:53:12.243,20,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,143,10,1788681192118.090,331.428,timestamp_domain.system_time,183416468.000,297.000,1,183416468.000,183416546.000,78.000,78.000,183416546.000,78.000,0,0,,,,,,,
2026-09-06T16:53:12.457,21,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,150,7,1788681192351.406,233.316,timestamp_domain.system_time,183416687.000,219.000,1,183416687.000,183416765.000,78.000,78.000,183416765.000,78.000,0,0,,,,,,,
2026-09-06T16:53:12.657,22,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,156,6,1788681192551.438,200.032,timestamp_domain.system_time,183416890.000,203.000,1,183416890.000,183416968.000,78.000,78.000,183416968.000,78.000,0,0,,,,,,,
2026-09-06T16:53:12.843,23,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,162,6,1788681192751.702,200.265,timestamp_domain.system_time,183417093.000,203.000,1,183417093.000,183417140.000,47.000,47.000,183417140.000,47.000,0,0,,,,,,,
2026-09-06T16:53:13.037,24,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,165,3,1788681192851.879,100.177,timestamp_domain.system_time,183417265.000,172.000,1,183417265.000,183417343.000,78.000,78.000,183417343.000,78.000,0,0,,,,,,,
2026-09-06T16:53:13.235,25,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,173,8,1788681193118.535,266.656,timestamp_domain.system_time,183417453.000,188.000,1,183417453.000,183417546.000,93.000,93.000,183417546.000,93.000,0,0,,,,,,,
2026-09-06T16:53:13.461,26,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,180,7,1788681193352.117,233.583,timestamp_domain.system_time,183417687.000,234.000,1,183417687.000,183417765.000,78.000,78.000,183417765.000,78.000,0,0,,,,,,,
2026-09-06T16:53:13.648,27,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,186,6,1788681193552.377,200.260,timestamp_domain.system_time,183417890.000,203.000,1,183417890.000,183417953.000,63.000,63.000,183417953.000,63.000,0,0,,,,,,,
2026-09-06T16:53:13.833,28,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,192,6,1788681193752.237,199.860,timestamp_domain.system_time,183418078.000,188.000,1,183418078.000,183418140.000,62.000,62.000,183418140.000,62.000,0,0,,,,,,,
2026-09-06T16:53:14.027,29,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,196,4,1788681193885.811,133.574,timestamp_domain.system_time,183418265.000,187.000,1,183418265.000,183418328.000,63.000,63.000,183418328.000,63.000,0,0,,,,,,,
2026-09-06T16:53:14.253,30,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,203,7,1788681194119.344,233.533,timestamp_domain.system_time,183418468.000,203.000,1,183418468.000,183418562.000,94.000,94.000,183418562.000,94.000,0,0,,,,,,,
2026-09-06T16:53:14.478,31,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,211,8,1788681194386.133,266.789,timestamp_domain.system_time,183418718.000,250.000,1,183418718.000,183418781.000,63.000,63.000,183418781.000,63.000,0,0,,,,,,,
2026-09-06T16:53:14.672,32,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,216,5,1788681194552.992,166.859,timestamp_domain.system_time,183418906.000,188.000,1,183418906.000,183418984.000,78.000,78.000,183418984.000,78.000,0,0,,,,,,,
2026-09-06T16:53:14.873,33,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,223,7,1788681194786.452,233.460,timestamp_domain.system_time,183419109.000,203.000,1,183419109.000,183419171.000,62.000,62.000,183419171.000,62.000,0,0,,,,,,,
2026-09-06T16:53:15.007,34,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,226,3,1788681194887.210,100.758,timestamp_domain.system_time,183419281.000,172.000,1,183419281.000,183419312.000,31.000,31.000,183419312.000,31.000,0,0,,,,,,,
2026-09-06T16:53:15.127,35,,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,231,5,1788681195053.630,166.420,timestamp_domain.system_time,183419390.000,109.000,1,183419390.000,183419437.000,47.000,47.000,183419437.000,47.000,0,0,,,,,,,
2026-09-06T16:53:15.235,36,0,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,234,3,1788681195153.256,99.626,timestamp_domain.system_time,183419484.000,94.000,1,183419500.000,183419546.000,46.000,62.000,183419546.000,62.000,0,0,,,,,,,
2026-09-06T16:53:15.355,37,1,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,238,4,1788681195286.676,133.420,timestamp_domain.system_time,183419625.000,141.000,1,183419625.000,183419656.000,31.000,31.000,183419656.000,31.000,0,0,,,,,,,
2026-09-06T16:53:15.471,38,2,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,242,4,1788681195420.401,133.725,timestamp_domain.system_time,183419734.000,109.000,1,183419750.000,183419781.000,31.000,47.000,183419781.000,47.000,0,0,,,,,,,
2026-09-06T16:53:15.589,39,3,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,245,3,1788681195520.455,100.054,timestamp_domain.system_time,183419843.000,109.000,1,183419859.000,183419890.000,31.000,47.000,183419890.000,47.000,0,0,,,,,,,
2026-09-06T16:53:15.707,40,4,INITIAL_VISIBILITY_SWEEP,INITIAL_VISIBILITY_SWEEP,249,4,1788681195653.643,133.188,timestamp_domain.system_time,183419968.000,125.000,1,183419968.000,183420015.000,47.000,47.000,183420015.000,47.000,0,0,,,,,,,
