t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T16:16:26.668,1,,PRECHECK,PRECHECK,2,,1788678985864.788,,timestamp_domain.system_time,181210281.000,,1,181210281.000,181210984.000,703.000,703.000,181211000.000,719.000,1,1,pnp_visible_ransac,9,0.671,-9.1924,0.020136,3.853310,0.2994
2026-09-06T16:16:26.779,2,,SEARCH_SWEEP,SEARCH_SWEEP,28,26,1788678986730.898,866.110,timestamp_domain.system_time,181211093.000,812.000,1,181211093.000,181211109.000,16.000,16.000,181211109.000,16.000,1,1,pnp_visible_ransac,9,0.486,-8.7939,0.020306,3.859655,0.3014
2026-09-06T16:16:26.838,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,30,2,1788678986797.520,66.622,timestamp_domain.system_time,181211140.000,47.000,1,181211140.000,181211171.000,31.000,31.000,181211171.000,31.000,1,1,pnp_visible_ransac,9,0.491,-8.9037,0.019846,3.855742,0.2949
2026-09-06T16:16:26.899,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,32,2,1788678986864.348,66.828,timestamp_domain.system_time,181211203.000,63.000,1,181211203.000,181211218.000,15.000,15.000,181211218.000,15.000,1,1,pnp_visible_ransac,9,0.465,-8.7053,0.019452,3.851444,0.2894
2026-09-06T16:16:26.961,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,34,2,1788678986931.207,66.859,timestamp_domain.system_time,181211265.000,62.000,1,181211265.000,181211281.000,16.000,16.000,181211281.000,16.000,1,1,pnp_visible_ransac,9,0.484,-8.8436,0.020206,3.854295,0.3004
2026-09-06T16:16:27.023,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,2,1788678986998.196,66.989,timestamp_domain.system_time,181211328.000,63.000,1,181211328.000,181211343.000,15.000,15.000,181211343.000,15.000,1,1,pnp_visible_ransac,9,0.437,-8.7382,0.020451,3.857918,0.3037
2026-09-06T16:16:27.081,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,37,1,1788678987031.317,33.121,timestamp_domain.system_time,181211390.000,62.000,1,181211390.000,181211406.000,16.000,16.000,181211406.000,16.000,1,1,pnp_visible_ransac,9,0.479,-8.8606,0.020484,3.855198,0.3044
2026-09-06T16:16:27.137,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,1,1788678987064.778,33.461,timestamp_domain.system_time,181211453.000,63.000,1,181211453.000,181211468.000,15.000,15.000,181211468.000,15.000,1,1,pnp_visible_ransac,9,0.417,-8.9296,0.020641,3.853842,0.3069
2026-09-06T16:16:27.263,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,4,1788678987198.897,134.120,timestamp_domain.system_time,181211562.000,109.000,1,181211562.000,181211593.000,31.000,31.000,181211593.000,31.000,1,1,pnp_visible_ransac,9,0.467,-8.8933,0.021015,3.857830,0.3121
2026-09-06T16:16:27.319,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,44,2,1788678987264.981,66.084,timestamp_domain.system_time,181211625.000,63.000,1,181211625.000,181211640.000,15.000,15.000,181211640.000,15.000,1,1,pnp_visible_ransac,9,0.459,-8.7826,0.020288,3.853851,0.3016
2026-09-06T16:16:27.371,11,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,46,2,1788678987331.909,66.927,timestamp_domain.system_time,181211687.000,62.000,1,181211687.000,181211703.000,16.000,16.000,181211703.000,16.000,1,1,pnp_visible_ransac,9,0.419,-8.6881,0.019640,3.854166,0.2920
