t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-06T16:24:01.641,1,,PRECHECK,PRECHECK,3,,1788679440880.532,,timestamp_domain.system_time,181665234.000,,1,181665265.000,181665953.000,688.000,719.000,181665968.000,734.000,1,1,pnp_visible_ransac,9,0.555,-6.2993,0.415959,5.187838,4.5841
2026-09-06T16:24:01.742,2,,SEARCH_SWEEP,SEARCH_SWEEP,28,25,1788679441714.155,833.623,timestamp_domain.system_time,181666046.000,812.000,1,181666046.000,181666062.000,16.000,16.000,181666062.000,16.000,1,1,pnp_visible_ransac,9,0.613,-5.5380,0.417014,5.275192,4.5199
2026-09-06T16:24:01.787,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,29,1,1788679441747.624,33.469,timestamp_domain.system_time,181666109.000,63.000,1,181666109.000,181666109.000,0.000,0.000,181666109.000,0.000,1,1,pnp_visible_ransac,9,0.639,-5.5348,0.417199,5.295035,4.5051
2026-09-06T16:24:01.847,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,31,2,1788679441814.341,66.717,timestamp_domain.system_time,181666156.000,47.000,1,181666156.000,181666171.000,15.000,15.000,181666171.000,15.000,1,1,pnp_visible_ransac,9,0.634,-5.5942,0.417754,5.283883,4.5205
2026-09-06T16:24:01.908,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,33,2,1788679441880.993,66.652,timestamp_domain.system_time,181666203.000,47.000,1,181666203.000,181666234.000,31.000,31.000,181666234.000,31.000,1,1,pnp_visible_ransac,9,0.605,-5.4966,0.417302,5.280391,4.5186
2026-09-06T16:24:01.969,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,35,2,1788679441947.893,66.900,timestamp_domain.system_time,181666281.000,78.000,1,181666281.000,181666296.000,15.000,15.000,181666296.000,15.000,1,1,pnp_visible_ransac,9,0.626,-5.6391,0.418870,5.289237,4.5280
2026-09-06T16:24:02.030,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,1,1788679441981.428,33.535,timestamp_domain.system_time,181666328.000,47.000,1,181666328.000,181666343.000,15.000,15.000,181666359.000,31.000,1,1,pnp_visible_ransac,9,0.658,-5.7214,0.417689,5.280235,4.5229
2026-09-06T16:24:02.080,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,2,1788679442048.308,66.880,timestamp_domain.system_time,181666390.000,62.000,1,181666390.000,181666406.000,16.000,16.000,181666406.000,16.000,1,1,pnp_visible_ransac,9,0.675,-5.6693,0.416207,5.270152,4.5155
2026-09-06T16:24:02.130,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,39,1,1788679442081.308,33.000,timestamp_domain.system_time,181666437.000,47.000,1,181666437.000,181666453.000,16.000,16.000,181666453.000,16.000,1,1,pnp_visible_ransac,9,0.657,-5.6147,0.416819,5.288066,4.5069
2026-09-06T16:24:02.191,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,41,2,1788679442148.396,67.087,timestamp_domain.system_time,181666500.000,63.000,1,181666500.000,181666515.000,15.000,15.000,181666515.000,15.000,1,1,pnp_visible_ransac,9,0.643,-5.6735,0.417426,5.277786,4.5222
2026-09-06T16:24:02.241,11,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,1,1788679442181.632,33.237,timestamp_domain.system_time,181666546.000,46.000,1,181666546.000,181666562.000,16.000,16.000,181666562.000,16.000,1,1,pnp_visible_ransac,9,0.664,-5.7618,0.417486,5.276464,4.5239
2026-09-06T16:24:02.332,12,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,45,3,1788679442281.500,99.867,timestamp_domain.system_time,181666640.000,94.000,1,181666640.000,181666656.000,16.000,16.000,181666656.000,16.000,1,1,pnp_visible_ransac,9,0.643,-5.6735,0.417426,5.277786,4.5222
2026-09-06T16:24:02.402,13,,FACE_ROTATE,FACE_ROTATE,48,3,1788679442381.647,100.147,timestamp_domain.system_time,181666703.000,63.000,1,181666703.000,181666718.000,15.000,15.000,181666718.000,15.000,1,1,pnp_visible_ransac,9,0.667,-5.4256,0.417378,5.270388,4.5280
2026-09-06T16:24:02.459,14,,FACE_ROTATE,FACE_ROTATE,49,1,1788679442415.677,34.031,timestamp_domain.system_time,181666765.000,62.000,1,181666765.000,181666781.000,16.000,16.000,181666781.000,16.000,1,1,pnp_visible_ransac,9,0.647,-5.7421,0.417510,5.268854,4.5307
2026-09-06T16:24:02.513,15,,FACE_ROTATE,FACE_ROTATE,51,2,1788679442481.820,66.143,timestamp_domain.system_time,181666812.000,47.000,1,181666812.000,181666828.000,16.000,16.000,181666843.000,31.000,1,1,pnp_visible_ransac,9,0.667,-5.7437,0.417484,5.268195,4.5310
2026-09-06T16:24:02.562,16,,FACE_ROTATE,FACE_ROTATE,52,1,1788679442515.067,33.246,timestamp_domain.system_time,181666875.000,63.000,1,181666875.000,181666890.000,15.000,15.000,181666890.000,15.000,1,1,pnp_visible_ransac,9,0.680,-5.6980,0.416504,5.265025,4.5231
2026-09-06T16:24:02.616,17,,FACE_ROTATE,FACE_ROTATE,54,2,1788679442581.848,66.781,timestamp_domain.system_time,181666921.000,46.000,1,181666921.000,181666937.000,16.000,16.000,181666937.000,16.000,1,1,pnp_visible_ransac,9,0.673,-5.6027,0.415936,5.259453,4.5217
2026-09-06T16:24:02.683,18,,FACE_ROTATE,FACE_ROTATE,56,2,1788679442648.468,66.620,timestamp_domain.system_time,181666968.000,47.000,1,181666968.000,181667000.000,32.000,32.000,181667000.000,32.000,1,1,pnp_visible_ransac,9,0.655,-5.4598,0.414415,5.251389,4.5122
2026-09-06T16:24:02.743,19,,FACE_ROTATE,FACE_ROTATE,58,2,1788679442715.051,66.583,timestamp_domain.system_time,181667031.000,63.000,1,181667031.000,181667062.000,31.000,31.000,181667062.000,31.000,1,1,pnp_visible_ransac,9,0.687,-5.5368,0.417240,5.257137,4.5378
2026-09-06T16:24:02.792,20,,FACE_ROTATE,FACE_ROTATE,59,1,1788679442748.617,33.566,timestamp_domain.system_time,181667093.000,62.000,1,181667093.000,181667109.000,16.000,16.000,181667109.000,16.000,1,1,pnp_visible_ransac,9,0.626,-5.4251,0.415845,5.262714,4.5180
2026-09-06T16:24:02.842,21,,FACE_ROTATE,FACE_ROTATE,61,2,1788679442815.182,66.565,timestamp_domain.system_time,181667156.000,63.000,1,181667156.000,181667171.000,15.000,15.000,181667171.000,15.000,1,1,pnp_visible_ransac,9,0.635,-5.6771,0.417230,5.257753,4.5372
2026-09-06T16:24:02.899,22,,FACE_ROTATE,FACE_ROTATE,63,2,1788679442882.009,66.827,timestamp_domain.system_time,181667203.000,47.000,1,181667203.000,181667218.000,15.000,15.000,181667218.000,15.000,1,1,pnp_visible_ransac,9,0.702,-5.5535,0.417231,5.265350,4.5307
2026-09-06T16:24:02.949,23,,FACE_ROTATE,FACE_ROTATE,64,1,1788679442915.323,33.314,timestamp_domain.system_time,181667265.000,62.000,1,181667265.000,181667265.000,0.000,0.000,181667265.000,0.000,1,1,pnp_visible_ransac,9,0.700,-5.6332,0.417775,5.262019,4.5394
2026-09-06T16:24:03.003,24,,FACE_ROTATE,FACE_ROTATE,66,2,1788679442982.129,66.806,timestamp_domain.system_time,181667312.000,47.000,1,181667312.000,181667328.000,16.000,16.000,181667328.000,16.000,1,1,pnp_visible_ransac,9,0.684,-5.4517,0.416470,5.257692,4.5290
2026-09-06T16:24:03.060,25,,FACE_ROTATE,FACE_ROTATE,67,1,1788679443015.355,33.225,timestamp_domain.system_time,181667375.000,63.000,1,181667375.000,181667375.000,0.000,0.000,181667375.000,0.000,1,1,pnp_visible_ransac,9,0.684,-5.7683,0.416567,5.255492,4.5320
2026-09-06T16:24:03.121,26,,FACE_ROTATE,FACE_ROTATE,69,2,1788679443082.160,66.805,timestamp_domain.system_time,181667421.000,46.000,1,181667421.000,181667437.000,16.000,16.000,181667437.000,16.000,1,1,pnp_visible_ransac,9,0.617,-5.4964,0.415151,5.252036,4.5196
2026-09-06T16:24:03.180,27,,FACE_ROTATE,FACE_ROTATE,71,2,1788679443148.902,66.741,timestamp_domain.system_time,181667484.000,63.000,1,181667484.000,181667500.000,16.000,16.000,181667500.000,16.000,1,1,pnp_visible_ransac,9,0.687,-5.4063,0.415445,5.253815,4.5213
2026-09-06T16:24:03.231,28,,FACE_ROTATE,FACE_ROTATE,72,1,1788679443182.199,33.298,timestamp_domain.system_time,181667531.000,47.000,1,181667531.000,181667546.000,15.000,15.000,181667546.000,15.000,1,1,pnp_visible_ransac,9,0.713,-5.3774,0.415099,5.258195,4.5138
2026-09-06T16:24:03.341,29,,FACE_ROTATE,FACE_ROTATE,75,3,1788679443281.872,99.673,timestamp_domain.system_time,181667640.000,109.000,1,181667640.000,181667656.000,16.000,16.000,181667656.000,16.000,1,1,pnp_visible_ransac,9,0.664,-5.1998,0.415004,5.261398,4.5100
2026-09-06T16:24:03.400,30,,FACE_ROTATE,FACE_ROTATE,78,3,1788679443382.372,100.500,timestamp_domain.system_time,181667703.000,63.000,1,181667703.000,181667718.000,15.000,15.000,181667718.000,15.000,1,1,pnp_visible_ransac,9,0.671,-5.3946,0.413477,5.257311,4.4969
2026-09-06T16:24:03.460,31,,FACE_ROTATE,FACE_ROTATE,79,1,1788679443415.872,33.499,timestamp_domain.system_time,181667750.000,47.000,1,181667765.000,181667781.000,16.000,31.000,181667781.000,31.000,1,1,pnp_visible_ransac,9,0.688,-5.4837,0.413550,5.256048,4.4988
2026-09-06T16:24:03.511,32,,FACE_ROTATE,FACE_ROTATE,81,2,1788679443482.390,66.518,timestamp_domain.system_time,181667812.000,62.000,1,181667812.000,181667828.000,16.000,16.000,181667828.000,16.000,1,1,pnp_visible_ransac,9,0.620,-5.2140,0.408983,5.257304,4.4483
2026-09-06T16:24:03.568,33,,FACE_ROTATE,FACE_ROTATE,82,1,1788679443515.656,33.267,timestamp_domain.system_time,181667875.000,63.000,1,181667875.000,181667890.000,15.000,15.000,181667890.000,15.000,1,1,pnp_visible_ransac,9,0.682,-5.6609,0.405914,5.256630,4.4156
2026-09-06T16:24:03.618,34,,FACE_ROTATE,FACE_ROTATE,84,2,1788679443582.300,66.644,timestamp_domain.system_time,181667921.000,46.000,1,181667921.000,181667937.000,16.000,16.000,181667937.000,16.000,1,1,pnp_visible_ransac,9,0.698,-5.9798,0.402920,5.260194,4.3802
2026-09-06T16:24:03.672,35,,FACE_ROTATE,FACE_ROTATE,86,2,1788679443649.159,66.859,timestamp_domain.system_time,181667984.000,63.000,1,181667984.000,181668000.000,16.000,16.000,181668000.000,16.000,1,1,pnp_visible_ransac,9,0.684,-5.7447,0.394926,5.239173,4.3108
2026-09-06T16:24:03.739,36,0,FACE_ROTATE,FACE_ROTATE,87,1,1788679443682.547,33.387,timestamp_domain.system_time,181668031.000,47.000,1,181668046.000,181668062.000,16.000,31.000,181668062.000,31.000,1,1,pnp_visible_ransac,9,0.673,-5.4388,0.385294,5.260082,4.1894
2026-09-06T16:24:03.826,37,1,FACE_ROTATE,FACE_ROTATE,90,3,1788679443782.608,100.062,timestamp_domain.system_time,181668125.000,94.000,1,181668125.000,181668140.000,15.000,15.000,181668156.000,31.000,1,1,pnp_visible_ransac,9,0.728,-5.2044,0.361871,5.246422,3.9457
2026-09-06T16:24:03.892,38,2,FACE_ROTATE,FACE_ROTATE,92,2,1788679443849.368,66.760,timestamp_domain.system_time,181668187.000,62.000,1,181668187.000,181668218.000,31.000,31.000,181668218.000,31.000,1,1,pnp_visible_ransac,9,0.649,-6.3071,0.348188,5.219778,3.8163
2026-09-06T16:24:03.959,39,3,FACE_ROTATE,FACE_ROTATE,94,2,1788679443915.882,66.514,timestamp_domain.system_time,181668265.000,78.000,1,181668265.000,181668281.000,16.000,16.000,181668281.000,16.000,1,1,pnp_visible_ransac,9,0.713,-6.0437,0.327209,5.200334,3.6003
2026-09-06T16:24:04.028,40,4,FACE_SETTLE,FACE_SETTLE,96,2,1788679443982.824,66.942,timestamp_domain.system_time,181668328.000,63.000,1,181668328.000,181668343.000,15.000,15.000,181668343.000,15.000,1,1,pnp_visible_ransac,9,0.702,-7.7240,0.303573,5.239298,3.3161
2026-09-06T16:24:04.090,41,5,FACE_SETTLE,FACE_SETTLE,98,2,1788679444049.270,66.446,timestamp_domain.system_time,181668390.000,62.000,1,181668390.000,181668406.000,16.000,16.000,181668406.000,16.000,1,1,pnp_visible_ransac,9,0.688,-7.5592,0.267724,5.297273,2.8933
2026-09-06T16:24:04.163,42,6,FACE_SETTLE,FACE_SETTLE,100,2,1788679444115.997,66.727,timestamp_domain.system_time,181668453.000,63.000,1,181668468.000,181668484.000,16.000,31.000,181668484.000,31.000,1,1,pnp_visible_ransac,9,0.693,-8.4890,0.216263,5.270257,2.3498
