t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-08T16:53:02.004,1,,PRECHECK,PRECHECK,1,,1788853981276.735,,timestamp_domain.system_time,99775015.000,,1,99775031.000,99775718.000,687.000,703.000,99775718.000,703.000,0,0,,,,,,,
2026-09-08T16:53:02.158,2,,SEARCH_SWEEP,SEARCH_SWEEP,26,25,1788853982110.574,833.839,timestamp_domain.system_time,99775828.000,813.000,1,99775828.000,99775859.000,31.000,31.000,99775859.000,31.000,0,0,,,,,,,
2026-09-08T16:53:02.247,3,,SEARCH_SWEEP,SEARCH_SWEEP,28,2,1788853982177.267,66.693,timestamp_domain.system_time,99775906.000,78.000,1,99775906.000,99775953.000,47.000,47.000,99775953.000,47.000,0,0,,,,,,,
2026-09-08T16:53:02.321,4,,SEARCH_SWEEP,SEARCH_SWEEP,31,3,1788853982277.417,100.151,timestamp_domain.system_time,99776000.000,94.000,1,99776000.000,99776031.000,31.000,31.000,99776031.000,31.000,0,0,,,,,,,
2026-09-08T16:53:02.400,5,,SEARCH_SWEEP,SEARCH_SWEEP,33,2,1788853982344.105,66.687,timestamp_domain.system_time,99776078.000,78.000,1,99776078.000,99776109.000,31.000,31.000,99776109.000,31.000,0,0,,,,,,,
2026-09-08T16:53:02.487,6,,SEARCH_SWEEP,SEARCH_SWEEP,36,3,1788853982444.151,100.046,timestamp_domain.system_time,99776156.000,78.000,1,99776156.000,99776187.000,31.000,31.000,99776187.000,31.000,0,0,,,,,,,
2026-09-08T16:53:02.564,7,,SEARCH_SWEEP,SEARCH_SWEEP,38,2,1788853982510.943,66.792,timestamp_domain.system_time,99776234.000,78.000,1,99776234.000,99776265.000,31.000,31.000,99776265.000,31.000,0,0,,,,,,,
2026-09-08T16:53:02.643,8,,SEARCH_SWEEP,SEARCH_SWEEP,40,2,1788853982577.534,66.591,timestamp_domain.system_time,99776328.000,94.000,1,99776328.000,99776343.000,15.000,15.000,99776343.000,15.000,0,0,,,,,,,
2026-09-08T16:53:02.722,9,,SEARCH_SWEEP,SEARCH_SWEEP,43,3,1788853982678.754,101.221,timestamp_domain.system_time,99776390.000,62.000,1,99776390.000,99776437.000,47.000,47.000,99776437.000,47.000,0,0,,,,,,,
2026-09-08T16:53:02.880,10,,SEARCH_SWEEP,SEARCH_SWEEP,45,2,1788853982744.490,65.736,timestamp_domain.system_time,99776546.000,156.000,1,99776546.000,99776593.000,47.000,47.000,99776593.000,47.000,0,0,,,,,,,
2026-09-08T16:53:02.949,11,,SEARCH_SWEEP,SEARCH_SWEEP,50,5,1788853982911.333,166.842,timestamp_domain.system_time,99776625.000,79.000,1,99776625.000,99776656.000,31.000,31.000,99776656.000,31.000,0,0,,,,,,,
2026-09-08T16:53:03.032,12,,SEARCH_SWEEP,SEARCH_SWEEP,52,2,1788853982977.814,66.482,timestamp_domain.system_time,99776703.000,78.000,1,99776703.000,99776734.000,31.000,31.000,99776734.000,31.000,0,0,,,,,,,
2026-09-08T16:53:03.100,13,,SEARCH_SWEEP,SEARCH_SWEEP,54,2,1788853983044.300,66.486,timestamp_domain.system_time,99776781.000,78.000,1,99776781.000,99776812.000,31.000,31.000,99776812.000,31.000,0,0,,,,,,,
2026-09-08T16:53:03.185,14,,SEARCH_SWEEP,SEARCH_SWEEP,57,3,1788853983144.914,100.614,timestamp_domain.system_time,99776859.000,78.000,1,99776859.000,99776890.000,31.000,31.000,99776890.000,31.000,0,0,,,,,,,
