t_iso,frame_i,raw_video_frame_index,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-08T14:03:50.709,1,,PRECHECK,PRECHECK,1,,1788843829976.772,,timestamp_domain.system_time,89623734.000,,1,89623734.000,89624437.000,703.000,703.000,89624437.000,703.000,0,0,,,,,,,
2026-09-08T14:03:50.821,2,,SEARCH_SWEEP,SEARCH_SWEEP,25,24,1788843830776.902,800.130,timestamp_domain.system_time,89624515.000,781.000,1,89624515.000,89624546.000,31.000,31.000,89624546.000,31.000,1,1,pnp_visible_ransac,9,0.518,-21.5481,-0.728714,5.220188,-7.9469
2026-09-08T14:03:50.891,3,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,27,2,1788843830843.551,66.648,timestamp_domain.system_time,89624578.000,63.000,1,89624578.000,89624609.000,31.000,31.000,89624609.000,31.000,1,1,pnp_visible_ransac,9,0.646,-23.3938,-0.716662,5.152959,-7.9178
2026-09-08T14:03:50.969,4,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,29,2,1788843830910.416,66.865,timestamp_domain.system_time,89624656.000,78.000,1,89624656.000,89624687.000,31.000,31.000,89624687.000,31.000,1,1,pnp_visible_ransac,9,0.749,-24.8815,-0.709914,5.108617,-7.9114
2026-09-08T14:03:51.051,5,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,32,3,1788843831010.377,99.961,timestamp_domain.system_time,89624734.000,78.000,1,89624734.000,89624765.000,31.000,31.000,89624765.000,31.000,1,1,pnp_visible_ransac,9,0.812,-25.7995,-0.704530,5.072087,-7.9080
2026-09-08T14:03:51.121,6,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,34,2,1788843831077.438,67.061,timestamp_domain.system_time,89624812.000,78.000,1,89624812.000,89624843.000,31.000,31.000,89624843.000,31.000,1,1,pnp_visible_ransac,9,0.791,-25.4076,-0.707146,5.055434,-7.9628
2026-09-08T14:03:51.194,7,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,2,1788843831144.082,66.643,timestamp_domain.system_time,89624890.000,78.000,1,89624890.000,89624921.000,31.000,31.000,89624921.000,31.000,1,1,pnp_visible_ransac,9,0.760,-24.7326,-0.707116,5.019566,-8.0186
2026-09-08T14:03:51.272,8,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,2,1788843831210.761,66.679,timestamp_domain.system_time,89624968.000,78.000,1,89624968.000,89625000.000,32.000,32.000,89625000.000,32.000,1,1,pnp_visible_ransac,9,0.746,-24.2147,-0.708130,4.992487,-8.0729
2026-09-08T14:03:51.345,9,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,41,3,1788843831310.810,100.049,timestamp_domain.system_time,89625031.000,63.000,1,89625031.000,89625062.000,31.000,31.000,89625062.000,31.000,1,1,pnp_visible_ransac,9,0.704,-23.7283,-0.710234,4.985667,-8.1075
2026-09-08T14:03:51.423,10,,ACQUIRE_VERIFY,ACQUIRE_VERIFY,43,2,1788843831377.687,66.878,timestamp_domain.system_time,89625109.000,78.000,1,89625109.000,89625140.000,31.000,31.000,89625140.000,31.000,1,1,pnp_visible_ransac,9,0.714,-23.7380,-0.709429,4.976825,-8.1127
